Column1.designation,number of wines of this variety,mean points,standard deviation of mean points
Erdener Treppchen Auslese,6,91.83333333333333,1.940790217067953
Erdener Treppchen Beerenauslese,1,90.0,
Erdener Treppchen Feinherb,2,89.5,0.7071067811865476
Erdener Treppchen GG Alte Reben Grosse Lage Dry,1,94.0,
Erdener Treppchen Herzlay Spätlese,1,90.0,
Erdener Treppchen Herzlay Spätlese Goldkap,1,92.0,
Erdener Treppchen Kabinett,11,89.18181818181819,2.6388702816994165
Erdener Treppchen Off-Dry,1,88.0,
Erdener Treppchen Spätlese,6,90.5,2.5884358211089573
Erdener Treppchen Spätlese*,1,91.0,
Erdener Treppchen Spätlese**,1,92.0,
Erdener Treppchen Trockenbeerenauslese,1,93.0,
Erdenlied,1,87.0,
Erdpress,1,85.0,
Ereditá,1,89.0,
Eremo San Quirico,2,86.5,0.7071067811865476
Erendira's Rise,2,89.5,2.1213203435596424
Ergo,1,86.0,
Eric Stevens Purbrick,2,89.5,0.7071067811865476
Eric's Small Lot,1,87.0,
Eric's Small Lot Unoaked Estate,2,89.5,0.7071067811865476
Erik's Refreshing,1,86.0,
Erik's The Red Proprietary,1,84.0,
Erik's the Red,2,83.5,2.1213203435596424
Erika's Reserve,1,80.0,
Erletxe,1,87.0,
Erminia,1,90.0,
Erminia De Meo,1,89.0,
Ermita d'Espiells,1,86.0,
Ermitage,2,91.5,3.5355339059327378
Ernest,1,89.0,
Ernestine Brut,1,88.0,
Ernesto Wickenden Vineyard Old Vines,4,90.75,2.0615528128088316
Ero,1,87.0,
Eroica,4,90.75,1.5
Eroica Gold,1,90.0,
Eroica Ice Wine,1,94.0,
Eros,1,83.0,
Eros Estate,1,85.0,
Erratic,1,88.0,
Erse Bianco,1,88.0,
Erse Rosso,2,91.5,2.1213203435596424
Eruption,2,87.5,0.7071067811865476
Eruzione 1614,2,92.0,0.0
Erwein,1,88.0,
Erwin Vineyard,5,89.8,2.387467277262664
Erxebre,1,90.0,
Erzeugerabfüllung Trocken,1,90.0,
Eréndira,1,92.0,
Es,1,89.0,
Escada,2,89.0,4.242640687119285
Escada Reserva,3,89.66666666666667,1.5275252316519463
Escalera,1,91.0,
Escaleras de Empedrado,1,84.0,
Escaliers Stairs,1,88.0,
Escapade,1,88.0,
Escape to Walla Walla,1,88.0,
Escarlata,1,86.0,
Escherdorfer Kabinett Trocken,1,88.0,
Escherdorfer Lump Erste Lage,1,90.0,
Escherndorfer Lump Kabinett Trocken,1,88.0,
Esclans,1,90.0,
Escol Riserva,2,88.0,0.0
Escolha,7,86.28571428571429,3.251373336211728
Escolle Road Vineyard,2,93.0,1.4142135623730951
Escolle VIneyard,1,92.0,
Escolle Vineyard,1,91.0,
Escondrijo,2,92.5,0.7071067811865476
Escorial,1,88.0,
Escorial Limited Selection,1,90.0,
Escudo Rojo,2,86.5,2.1213203435596424
Esculle de Solabal,1,91.0,
Escultor,1,90.0,
Esencia Diviña,4,90.0,1.1547005383792515
Esencia Valdemar,1,82.0,
Esencia Valdemar Rosé,1,85.0,
Esencia de Almachar,1,93.0,
Esenzia,1,82.0,
Esenzia Old Vine,2,85.0,4.242640687119285
Esnobista Moscatel Pasa,1,91.0,
Esola,1,86.0,
Esola Vineyad,1,84.0,
Esola Vineyard,1,87.0,
Esola Vineyard Old Vine,1,87.0,
Esola Vineyard-Old Vine,1,88.0,
Esoterica,1,91.0,
Esoterica Chavez-Leeds Vineyard,1,94.0,
Espacio En Blanco,1,86.0,
Espadeiro,1,84.0,
Espadeiro Colheita Seleccionada,1,84.0,
Especial,6,87.83333333333333,2.562550812504343
Especial Reserva,1,90.0,
Especiale,1,88.0,
Esperance,1,82.0,
Esperance Curtis Vineyard,2,90.5,0.7071067811865476
Esperanza Por Un Milagro,2,86.0,1.4142135623730951
Esperança,1,86.0,
Esperança Reserva,1,90.0,
Espero,1,90.0,
Espiga,1,85.0,
Espiga Reserva,1,85.0,
Espino,1,88.0,
Espino Gran Cuvée,1,87.0,
Espion,1,92.0,
Espionage Bon Niche Vineyard,1,91.0,
Espirit de Tablas,1,89.0,
Espirit de Tablas Blanc,1,90.0,
Espirito,1,86.0,
Espirito Branco,3,86.33333333333333,1.5275252316519485
Espirito Lagoalva,3,84.66666666666667,1.1547005383792526
Espirito Lagoalva Sauvignon-Arinto,2,84.5,0.7071067811865476
Espirito Rosé,1,85.0,
Espirito Tinto,2,86.0,0.0
Espiritu de Chile Winemaker's Collection Assemblage,1,85.0,
Espirto do Côa Reserva,1,87.0,
Esploso,1,92.0,
Esporão Colheita,1,88.0,
Esporão Private Selection,4,92.5,1.2909944487358056
Esporão Private Selection White,1,91.0,
Esporão Reserva,9,90.55555555555556,2.127857555800617
Esporão Reserva Branco,1,90.0,
Esprit,1,84.0,
Esprit Blanc de Blancs,1,92.0,
Esprit Blanc de Blancs Brut,1,88.0,
Esprit Blanc de Tablas,1,90.0,
Esprit Blanc de Tablas Estate Grown & Bottled Roussanne-Grenache Blanc-Picpoul Blanc,1,92.0,
Esprit Brut,1,91.0,
Esprit Couture Brut,1,93.0,
Esprit Gassier,2,87.0,1.4142135623730951
Esprit Grand Cru,1,93.0,
Esprit Grand Cru Brut,1,92.0,
Esprit Rosé de Saignée,1,90.0,
Esprit Sud,1,89.0,
Esprit de Beaucastel,2,86.5,0.7071067811865476
Esprit de Beaucastel Blanc Grown & Bottled on the Estate Roussanne-Grenache Blanc-Picpoul Blanc,1,92.0,
Esprit de Beaucastel Grown & Bottled on the Estate Mourvèdre-Grenache-Syrah-Counoise,1,90.0,
Esprit de Flore,1,87.0,
Esprit de Granit,1,90.0,
Esprit de Lyre,1,87.0,
Esprit de Marius Sangouard,1,90.0,
Esprit de Saint Sulpice,1,90.0,
Esprit de Sainte-Victoire,1,89.0,
Esprit de Sarrail,1,85.0,
Esprit de Séduction,3,87.33333333333333,0.5773502691896247
Esprit de Séduction Vieilles Vignes,1,89.0,
Esprit de Tablas,1,90.0,
Esprit de Tablas Blanc,1,88.0,
Esprit de Tablas Estate Grown & Bottled Mourvèdre-Syrah--Grenache-Counoise,1,93.0,
Esprit de Tablas Grown and Bottled on the Estate Mourvèdre-Grenache-Syrah-Counoise,1,92.0,
Esprit de Victoria Extra Brut Blanc de Blancs,1,94.0,
Esprít Barville,1,87.0,
Espumante Brut Blanc de Blancs,1,84.0,
Espumante Bruto,1,85.0,
Espérance,4,89.5,2.3804761428476175
Esquisse,4,86.25,0.5
Esquisto,1,93.0,
Essence,7,88.14285714285714,3.5321651258386084
Essence Brut,1,89.0,
Essence Estate Grown,2,94.0,1.4142135623730951
Essence Miljenko's Selection Estate Grown,1,92.0,
Essence Nature Dosaggio Zero,1,89.0,
Essence Rosé,2,88.0,2.8284271247461903
Essence Saten,1,87.0,
Essence Table Wine,1,88.0,
Essence de,1,84.0,
Essence de Roussanne,1,92.0,
Essencia,2,92.5,2.1213203435596424
Essencia Eiswein,2,86.5,3.5355339059327378
Essencia Kosher Trockenbeerenauslese,1,85.0,
Essencia Trockenbeerenauslese,1,90.0,
Essensia,3,92.33333333333333,0.5773502691896247
Essentia Loci,1,90.0,
Essential,7,87.14285714285714,3.3876526498728388
Essentielle,1,88.0,
Essentielle Sur Lie,2,87.5,0.7071067811865476
Essentija,3,89.33333333333333,1.5275252316519485
Essenze,4,89.5,1.7320508075688772
Essenze Riserva,2,88.5,3.5355339059327378
Essenzia di Caiarossa,1,87.0,
Est Rosa,1,91.0,
Est. 1975,1,86.0,
Established 1885,1,90.0,
Estacion el Porvenir,1,84.0,
Estacion el Porvenir Vino Tinto,1,83.0,
Estalét,2,90.5,0.7071067811865476
Estancia Argentina,1,86.0,
Estandon,1,86.0,
Estandon Brut Rosé,1,84.0,
Estandon Légende,1,92.0,
Estate,1218,88.30459770114942,2.9875108774893433
Estate  Reserve,1,87.0,
Estate 21 Block Old Vine Coury Clone BlackJack,1,93.0,
Estate 25th Anniversary,1,89.0,
Estate 777 Block,5,89.4,1.1401754250991378
Estate Allie Key's Vineyard,1,91.0,
Estate Alpha Wolf Ranch,1,86.0,
Estate AlphaWOLF Ranch,2,85.5,0.7071067811865476
Estate Argyros,2,86.5,6.363961030678928
Estate Barbera,1,88.0,
Estate Barrel Select,1,86.0,
Estate Black Edition,2,86.0,2.8284271247461903
Estate Black Glass Vineyard,2,85.5,2.1213203435596424
Estate BlackJack,2,90.5,0.7071067811865476
Estate Blend,9,89.11111111111111,3.2574700476153438
Estate Blend Gran Reserva,1,89.0,
Estate Block 3,3,88.66666666666667,2.081665999466134
Estate Block K-1,1,87.0,
Estate Block K1,1,87.0,
Estate Bottled,318,87.46855345911949,3.3090953592337304
Estate Bottled - Prima Reserva,2,86.5,3.5355339059327378
Estate Bottled Barrel Fermented,2,87.5,2.1213203435596424
Estate Bottled Beerenauslese,1,85.0,
Estate Bottled Blanc de Blanc,1,87.0,
Estate Bottled Brut,1,93.0,
Estate Bottled Brut Rosé,1,92.0,
Estate Bottled Carriage House DuBrul Vineyard,1,90.0,
Estate Bottled Cave Spring Vineyard,1,89.0,
Estate Bottled Dry,12,88.33333333333333,2.348435972120918
Estate Bottled DuBrul Vineyard,8,90.25,1.5811388300841906
Estate Bottled GRV,1,87.0,
Estate Bottled Gilad Kosher Dry Red Wine,1,84.0,
Estate Bottled Gran Reserva,2,85.5,2.1213203435596424
Estate Bottled Ice Wine,1,93.0,
Estate Bottled Kosher,2,83.5,2.1213203435596424
Estate Bottled Late Harvest,1,93.0,
Estate Bottled Monopole,1,86.0,
Estate Bottled Old Head,1,89.0,
Estate Bottled Old Vines,1,90.0,
Estate Bottled Organic Grapes,1,85.0,
Estate Bottled Reserva,4,85.0,1.8257418583505558
Estate Bottled Reserve,14,88.07142857142857,3.075068122179401
Estate Bottled Reserve Kosher,2,83.5,3.5355339059327378
Estate Bottled Rosado,1,84.0,
Estate Bottled Rosé of,1,84.0,
Estate Bottled Semi-Dry,1,90.0,
Estate Bottled Single Vineyard Limited Release,1,88.0,
Estate Bottled Summa Varietalis,1,87.0,
Estate Bottled T23 Unoaked,1,89.0,
Estate Bottled Trocken,1,90.0,
Estate Bottled Un-oaked,1,83.0,
Estate Bottled Unfined & Unfiltered,1,92.0,
Estate Bottled Unoaked,1,85.0,
Estate Bottled Unoaked T23,1,90.0,
Estate Bottled Vidal Ice,1,87.0,
Estate Bottled Vinho Tinto,1,89.0,
Estate Bottled Vintage,2,93.5,2.1213203435596424
Estate Bottled Viura-Chardonnay,1,85.0,
Estate Bottled Yellow Dog Vineyard,1,85.0,
Estate Bottled Zephyr Ridge,1,89.0,
Estate Bottled and Grown,1,90.0,
Estate Bubbles Blanc de Noirs,1,86.0,
Estate Bubbles Sparkling,1,87.0,
Estate Bubbles Sparkling Rosé,1,86.0,
Estate Cabernet Franc,1,87.0,
Estate Cabernet Sauvignon-Petit Verdot,1,90.0,
Estate Cask Reserve,2,87.0,7.0710678118654755
Estate Club,7,85.57142857142857,1.71824938596845
Estate Club Free Run,1,82.0,
Estate Club Reserva,2,83.5,3.5355339059327378
Estate Club Select,1,87.0,
Estate Coccineous,1,91.0,
Estate Collection,18,87.22222222222223,4.166470583621469
Estate Collection Auslese,2,90.0,0.0
Estate Collection Branco,2,89.5,0.7071067811865476
Estate Collection Tinto,1,92.0,
Estate Cuvée,7,88.85714285714286,2.115700942049816
Estate Cuvée Rosé of,1,86.0,
Estate DCV3,1,92.0,
Estate DK Reserve,1,86.0,
Estate Damiana Vineyard,1,92.0,
Estate De Cascabel Vineyard,1,82.0,
Estate Defiance Vineyard,1,88.0,
Estate Dessert Wine Wilridge Estate Vineyard,1,81.0,
Estate Double River Vineyard,1,85.0,
Estate Dry,8,87.625,2.7222627143085005
Estate Edna Ranch,2,87.0,1.4142135623730951
Estate Elevage,1,92.0,
Estate Exclusive,1,87.0,
Estate Family Reserve,1,88.0,
Estate Fe Ciega Vineyard,1,91.0,
Estate Foothills in the Sun Vineyard,1,93.0,
Estate Franc 'n' Franc,1,87.0,
Estate Gold Coast Vineyard,1,85.0,
Estate Grace Benoist Ranch,1,85.0,
Estate Grand Reserve,1,89.0,
Estate Grand Val Vineyard Pinot Noir,1,92.0,
Estate Grown,565,88.22123893805309,2.966522767072445
Estate Grown & Bottled,8,88.125,2.2951812875799473
Estate Grown & Bottled Clone No. 4,1,94.0,
Estate Grown 12 Meses en Barrica Made with Organic Grapes,1,92.0,
Estate Grown Artist Series Crain Hill Vineyards Unoaked,1,85.0,
Estate Grown Attache,1,90.0,
Estate Grown Audentia,1,91.0,
Estate Grown Biodynamic,3,88.33333333333333,3.7859388972001837
Estate Grown Block 2,1,89.0,
Estate Grown Block 20 Destiny Ridge Vineyards,1,86.0,
Estate Grown Block 3,1,89.0,
Estate Grown Block 6,1,86.0,
Estate Grown Blocks 14 & 11,1,90.0,
Estate Grown Blue Mountain Vineyard,5,90.8,1.095445115010331
Estate Grown Boss Lady Adelaide AJ Mathison,1,86.0,
Estate Grown Cabernet,1,86.0,
Estate Grown Cave Fermented,19,91.15789473684211,3.0048693425974227
Estate Grown Cave Fermented Finch Hollow,1,93.0,
Estate Grown Cave Fermented Finch Hollow Unfiltered,1,93.0,
Estate Grown Cave Fermented Reserve,2,94.5,2.1213203435596424
Estate Grown Cecil Keys Vineyard,1,83.0,
Estate Grown Crain Hill Vineyards Trocken,1,87.0,
Estate Grown Cuvee Brut,1,87.0,
Estate Grown Defiance Vineyard,1,88.0,
Estate Grown Diplomat,3,88.33333333333333,0.5773502691896278
Estate Grown Drummond Block,1,91.0,
Estate Grown Dry,2,84.5,0.7071067811865476
Estate Grown Dry Farmed Tinaquaic Vineyard,1,94.0,
Estate Grown Dry Sauvignon Blanc,1,87.0,
Estate Grown Dunfillan Cuvee,1,86.0,
Estate Grown Envoy,2,87.5,0.7071067811865476
Estate Grown Estate Bottled,7,90.85714285714286,0.6900655593423547
Estate Grown Estate Bottled Rosé of,2,91.5,2.1213203435596424
Estate Grown Force Majeure Vineyard,1,92.0,
Estate Grown French Oak,1,86.0,
Estate Grown Golden Mean,1,95.0,
Estate Grown Grace Benoist Ranch,1,89.0,
Estate Grown Grace Benoit Ranch,1,88.0,
Estate Grown Grenache,1,87.0,
Estate Grown Happy,1,89.0,
Estate Grown III Nefer,1,90.0,
Estate Grown Ice Wine,1,92.0,
Estate Grown Katherine Corkrum,1,89.0,
Estate Grown Late Harvest,2,88.5,4.949747468305833
Estate Grown Limited Varietal Selection,1,87.0,
Estate Grown Luminesce Seven Hills Vineyard,2,89.5,0.7071067811865476
Estate Grown Made With Organically Grown Grapes,3,89.33333333333333,1.1547005383792495
Estate Grown McGah Family Vineyards,1,86.0,
Estate Grown Merlot Block 8,1,91.0,
Estate Grown Mitsuko's Vineyard,1,86.0,
Estate Grown Mother Rock,1,93.0,
Estate Grown Mt. George Vineyard,1,86.0,
Estate Grown Musqué Clone,1,89.0,
Estate Grown Nu,1,87.0,
Estate Grown Old Vines,1,90.0,
Estate Grown Ora Proprietary,1,86.0,
Estate Grown Organic Grapes,2,83.5,2.1213203435596424
Estate Grown Organically Grown Grapes,1,86.0,
Estate Grown Parvata,1,91.0,
Estate Grown Patzimaro Vineyard,1,92.0,
Estate Grown Perigee Seven Hills Vineyard,1,90.0,
Estate Grown Pickett Road White,1,88.0,
Estate Grown Pink Pape Blackrock Vineyard,1,88.0,
Estate Grown Pocai Vineyard,1,92.0,
Estate Grown Produced and Bottled,1,91.0,
Estate Grown Proprietary Red Blend,1,87.0,
Estate Grown Proprietor's Reserve,2,85.5,3.5355339059327378
Estate Grown Red Icon,1,91.0,
Estate Grown Redwood Retreat Vineyards,1,87.0,
Estate Grown Rennie Vineyard,1,87.0,
Estate Grown Reserve,12,89.58333333333333,3.2879486097878776
Estate Grown Rosato di,1,86.0,
Estate Grown Rosé,3,85.33333333333333,2.516611478423585
Estate Grown Rosé of,4,89.25,2.217355782608345
Estate Grown Ruah Proprietary,1,87.0,
Estate Grown Selección Especial,1,93.0,
Estate Grown Seven Hills Vineyard,2,90.5,0.7071067811865476
Estate Grown Seven Hills Vineyard Perigee,1,90.0,
Estate Grown Skyline,1,88.0,
Estate Grown Sunset VIneyard,1,90.0,
Estate Grown Sustainably Farmed,1,87.0,
Estate Grown The Traveler,1,96.0,
Estate Grown Unfiltered,1,89.0,
Estate Grown Vinette's Cuvée,1,88.0,
Estate Grown Willow Crest Estate Vineyard,1,86.0,
Estate Grown and Bottled,15,88.6,2.414243448488869
Estate Grown and Bottled BCD Vineyard,1,86.0,
Estate Grown and Bottled Cider Ridge Vineyard,1,85.0,
Estate Grown and Bottled Dry,2,89.0,1.4142135623730951
Estate Grown and Bottled Evergreen Lek Vineyard Dry,2,89.5,0.7071067811865476
Estate Grown and Bottled Falling Man Vineyard Dry,2,88.5,2.1213203435596424
Estate Grown and Bottled Goldman Vineyard Dry,1,89.0,
Estate Grown and Bottled Le Blanc,1,90.0,
Estate Grown and Bottled Semi-Dry,2,88.5,0.7071067811865476
Estate Grown and Bottled Unfiltered,2,89.0,1.4142135623730951
Estate Grown and Produced,6,86.66666666666667,1.7511900715418263
"Estate Grown, Produced & Bottled",1,87.0,
"Estate Grown, Produced and Bottled",5,88.2,2.0493901531919203
"Estate Grown, Reserve",1,84.0,
Estate Grown/Viñedo Propio,1,88.0,
Estate Hatzimichalis,3,86.33333333333333,1.5275252316519452
Estate Heart of the Hill Vineyard,1,88.0,
Estate Home Ranch,1,90.0,
Estate In the Rocks,1,93.0,
Estate Infrared,1,89.0,
Estate Inspired,2,87.0,5.656854249492381
Estate Justina,3,94.33333333333333,1.5275252316519452
Estate Label,1,90.0,
Estate Late Harvest,2,91.5,3.5355339059327378
Estate Limited,2,90.5,2.1213203435596424
Estate Limited Edition,2,92.5,0.7071067811865476
Estate Lotus,1,86.0,
Estate Luminesce Seven Hills Vineyard,1,92.0,
Estate Made With Organic Grapes,1,87.0,
Estate Made with Organic Grapes,1,84.0,
Estate Mae's Block Ravazzi Vineyard,1,88.0,
Estate Malbec,1,85.0,
Estate Malbec-Petite Sirah,1,90.0,
Estate Mercedes Riverblock,1,87.0,
Estate Merriment,2,88.5,3.5355339059327378
Estate Michael's Reserve Norma's Vineyard,1,92.0,
Estate Middleton Petty Vineyard,1,87.0,
Estate Midnight,1,90.0,
Estate Monte Bello Vineyard,1,92.0,
Estate Monte Bello Vineyards,1,89.0,
Estate Moose Valley Vineyard,1,94.0,
Estate Muscadine,1,83.0,
Estate Mélange Noir,1,85.0,
Estate Mélange Rouge,1,85.0,
Estate Noble Late Harvest,1,89.0,
Estate Old Vine,1,92.0,
Estate Old Vines,1,93.0,
Estate Paul Family Vineyard,2,87.5,6.363961030678928
Estate Pickett Road,1,91.0,
Estate Pinchon Vineyard Spring Break,1,87.0,
Estate Pinot Noir,1,87.0,
Estate Pioneer Red Version I,1,89.0,
Estate Produced,1,83.0,
Estate Quattro Mani Rosé of,1,90.0,
Estate Range,1,86.0,
Estate Ravazzi Vineyard,1,84.0,
Estate Red,2,88.5,2.1213203435596424
Estate Renovação,2,87.5,0.7071067811865476
Estate Reserva,4,85.5,1.2909944487358056
Estate Reserve,120,88.15,2.958110912063176
Estate Reserve 4,1,89.0,
Estate Reserve Barrel Fermented,1,83.0,
Estate Reserve Blend,2,88.5,0.7071067811865476
Estate Reserve Collection,1,93.0,
Estate Reserve Excelsior,1,89.0,
Estate Reserve Honor Roll,1,83.0,
Estate Reserve Josie's Knoll,2,89.5,2.1213203435596424
Estate Reserve La Bete Noire,1,89.0,
Estate Reserve La Boheme,1,92.0,
Estate Reserve Merlot-Petit Verdot-Cabernet Franc-Cabernet Sauvignon,1,93.0,
Estate Reserve Principal's Choice,1,83.0,
Estate Reserve Sheila,1,92.0,
Estate Riserva,3,89.0,1.7320508075688772
Estate Riserva Bellicaia,1,87.0,
Estate Riservata,4,93.75,1.2583057392117902
Estate Riverbend Vineyard,12,90.83333333333333,1.1146408580454275
Estate Riverbend Vineyard Cabernet Franc,1,88.0,
Estate Rocky Mother,1,88.0,
Estate Rosato di,1,86.0,
Estate Rose of,2,89.5,0.7071067811865476
Estate Rosé of,9,87.11111111111111,2.803767306876787
Estate Rosé of Pinot Noir,1,85.0,
Estate Sedulous,1,88.0,
Estate Select,3,88.0,4.358898943540674
Estate Select Gamache Vineyard,1,83.0,
Estate Select Monte Regalo Red,1,91.0,
Estate Selection,26,86.61538461538461,2.467013142679594
Estate Selection Block S,1,93.0,
Estate Semi-Dry,1,86.0,
Estate Sempre Amore,1,89.0,
Estate Series,5,84.2,1.9235384061671348
Estate Seven Hills Vineyard,1,90.0,
Estate Sias Cuvee,1,87.0,
Estate Single Vineyard,1,85.0,
Estate Single Vineyard Collection Saint Hilaire Vineyard,1,85.0,
Estate Special Reserve,2,94.0,0.0
Estate St. Helena Highway,1,86.0,
Estate St. Helena Vineyard,5,89.2,2.7748873851023212
Estate St. Helena Vineyard Rosato Di,1,90.0,
Estate St. Helena Vineyard Rosato di,2,87.0,0.0
Estate Stone Corral Vineyard,1,88.0,
Estate Stonessence In the Rocks Vineyard,1,91.0,
Estate Syrah-Mourvèdre,1,85.0,
Estate Tanner Reserve,1,84.0,
Estate Tempranillo,1,88.0,
Estate Terraces,1,94.0,
Estate The Contender In the Rocks Vineyard,1,92.0,
Estate Tokaji,1,90.0,
Estate Tolosa Vineyards,2,87.5,0.7071067811865476
Estate Tolsosa Vineyard,1,88.0,
Estate Tribute Riverbend Vineyard,1,88.0,
Estate Umiker Vineyard,1,86.0,
Estate Uniti Red,1,92.0,
Estate Unoaked,1,87.0,
Estate Unwooded,1,88.0,
Estate Vanumanutagi Vineyard,1,87.0,
Estate Verna's,2,89.5,0.7071067811865476
Estate Villa Andriana Vineyard,2,88.5,2.1213203435596424
Estate Vineyard,86,89.46511627906976,3.356110053648787
Estate Vineyard Dry,1,94.0,
Estate Vineyard Etzel Block,1,96.0,
Estate Vineyard Old Vine,1,92.0,
Estate Vineyard Old Vines,1,85.0,
Estate Vineyard Olivet Bench,1,88.0,
Estate Vineyard Rosé of,1,91.0,
Estate Vineyard Yavapai County,1,86.0,
Estate Vineyards,45,89.2,2.2012393203499134
Estate Vineyards Charlotte's Home,1,91.0,
Estate Vineyards Clone 6,1,91.0,
Estate Vineyards Goodchild High 9 Vineyard,1,90.0,
Estate Vineyards Knotty Vines,1,91.0,
Estate Vineyards Les Collines Vineyard,1,92.0,
Estate Vineyards Rosé of,2,88.0,1.4142135623730951
Estate Vineyards White,1,91.0,
Estate Vintage,1,88.0,
Estate Whitestone Vineyard,1,86.0,
Estate Whole Cluster,2,93.0,1.4142135623730951
Estate Wilridge Vineyard,9,86.88888888888889,1.8333333333333344
Estate Wine,5,90.2,0.836660026534074
Estate Wine Black Label,1,93.0,
Estate Wine Middleton Petty Vineyard,1,88.0,
Estate Wine Old Vine,1,86.0,
Estate Wine Organic,1,84.0,
Estate Wine Reserva,1,86.0,
Estate Winery,1,86.0,
Estate Wines Westside,1,92.0,
Estate Zingy,1,83.0,
Estate bottled,1,87.0,
Estate grown,4,83.75,3.304037933599835
Estate-Barrel Select,1,87.0,
Estate-grown,1,88.0,
Estates,10,84.9,1.5238839267549966
Estates Falcon's Perch,1,92.0,
Estates Los Osos,1,90.0,
Estates Reserve,9,93.88888888888889,1.452966314513558
Estates Reserve Dry,3,94.0,1.0
Estates South Ridge,1,91.0,
Estates Villagio,1,86.0,
Estay,2,88.0,1.4142135623730951
Estela Armando Vineyard,2,85.0,0.0
Estela Solera,1,90.0,
Estela Vintage,1,88.0,
Estelle,1,89.0,
Estelle Bianco,1,86.0,
Estelle Sauvion,1,85.0,
Estero Vineyard,1,88.0,
Esteva,1,85.0,
Estibals,2,87.5,2.1213203435596424
Estilo,1,86.0,
Estines Vineyard,1,89.0,
Estival,1,87.0,
Estoras,6,90.16666666666667,1.7224014243685069
Estrecho,3,88.66666666666667,1.5275252316519463
Estreia,4,81.75,1.5000000000000004
Estreia Grande Escolha,1,84.0,
Estrella,1,91.0,
Estrella Creek Vineyard,1,91.0,
Estremus,1,95.0,
Estrosa,2,88.0,1.4142135623730951
Estylo Puro,1,85.0,
Eszencia,1,96.0,
Etamorosa Brut,1,85.0,
Etamorosa Extra Dry,1,87.0,
Eternal Beauty,1,88.0,
Eternal Bliss,1,86.0,
Eternal Darkness Cockburn Ranch,1,90.0,
Eternal Heritage,1,90.0,
Eternal Patience,1,90.0,
Eternal Perspective,1,88.0,
Eternal Restraint,1,90.0,
Eternal Sunshine,1,91.0,
Eternelle Favorite,4,86.0,0.816496580927726
Eternellement,3,92.66666666666667,0.5773502691896247
Eternity,1,94.0,
Eternity Sparkling Cuvée,1,86.0,
Eternum Viti,2,85.5,0.7071067811865476
Ethereal,1,85.0,
Ethereo,1,90.0,
Ethos,1,88.0,
Ethos Late Harvest,1,96.0,
Ethos Reserve,16,89.75,1.1832159566199296
Ethos Reserve Late Harvest,3,91.33333333333333,0.5773502691896278
Etichetta Blu,1,87.0,
Etichetta Grigia,2,86.0,0.0
Etichetta Storica Gran Selezione,1,95.0,
Etico,1,94.0,
Etienne,1,88.0,
Etienne Henri,3,93.33333333333333,1.1547005383792526
Etiqueta Ambar,1,91.0,
Etiqueta Verde,3,89.66666666666667,0.5773502691896247
Etiqueta Ámbar,1,91.0,
Etna Bianco,1,90.0,
Etnico,3,89.33333333333333,2.081665999466131
